"","sigma_col[, 1]"
"3158",-0.272511948377575
"3159",-0.29119241369378
"3160",-0.176149569069936
"3161",-0.307328267635569
"3162",-0.237612439754868
"3163",-0.248074954789334
"3164",-0.248481763910238
"3165",-0.327287402420821
"3166",-0.297627103963218
"3167",-0.325048648694476
"3168",-0.341662164586975
"3169",-0.285503128777018
"3170",-0.269835079935762
"3171",-0.273722461411426
"3172",-0.253219340069147
"3173",-0.400574926211443
"3174",-0.219371146765685
"3175",-0.371479776189926
"3176",-0.249659735345369
"3177",-0.272570991138208
"3178",-0.311363506044487
"3179",-0.310677767793419
"3180",-0.312721785265763
"3181",-0.247760862802986
"3182",-0.268369876855684
"3183",-0.288273076151503
"3184",-0.276498090839624
"3185",-0.302381824512318
"3186",-0.310079508369597
"3187",-0.257938168651804
"3188",-0.317864358054128
"3189",-0.287948162703138
"3190",-0.266843819093566
"3191",-0.268964230149832
"3192",-0.293209305861442
"3193",-0.291553216137207
"3194",-0.348833103570955
"3195",-0.280740578446734
"3196",-0.273381747356213
"3197",-0.283499701001651
"3198",-0.303449032052008
"3199",-0.282157058939219
"3200",-0.299284084934304
"3201",-0.310784443788411
"3202",-0.320680333559534
"3203",-0.282144023384082
"3204",-0.323845633487128
"3205",-0.297206646681302
"3206",-0.259352826953953
"3207",-0.294742166695668
"3208",-0.3232319678691
"3209",-0.230231127623932
"3210",-0.386412800072882
"3211",-0.228185182998104
"3212",-0.35373089883064
"3213",-0.318048107365289
"3214",-0.224419323171245
"3215",-0.314354727239376
"3216",-0.2661728872712
"3217",-0.232647525922569
"3218",-0.302783305001418
"3219",-0.24832390520993
"3220",-0.333576379075668
"3221",-0.242310013092787
"3222",-0.278203962868401
"3223",-0.26494043705467
"3224",-0.245152039803827
"3225",-0.299416371795544
"3226",-0.276320957292403
"3227",-0.26347537763355
"3228",-0.312476525601836
"3229",-0.325601670263358
"3230",-0.32683571214429
"3231",-0.272268228712941
"3232",-0.355264577098851
"3233",-0.244736943462203
"3234",-0.303791000227802
"3235",-0.356087118653805
"3236",-0.24571395820472
"3237",-0.318076038405723
"3238",-0.320787543885442
"3239",-0.341464706633601
"3240",-0.264879574623754
"3241",-0.330458686533305
"3242",-0.316968027611748
"3243",-0.251732180139964
"3244",-0.31440547016399
"3245",-0.311022531595772
"3246",-0.282175056940417
"3247",-0.252652475322623
"3248",-0.348498650913912
"3249",-0.226566551574345
"3250",-0.297946845303013
"3251",-0.274372850472708
"3252",-0.301351012524551
"3253",-0.239297051523045
"3254",-0.32690965363689
"3255",-0.26889501139315
"3256",-0.36903031537912
"3257",-0.283285658320448
"3258",-0.288168370632019
"3259",-0.222943726011553
"3260",-0.27231601436045
"3261",-0.270253390944843
"3262",-0.278895966257016
"3263",-0.284783558947651
"3264",-0.246862586719065
"3265",-0.341193289410899
"3266",-0.292886338994592
"3267",-0.251478864034433
"3268",-0.253633440499153
"3269",-0.276248371389729
"3270",-0.237366063880347
"3271",-0.260341782817475
"3272",-0.30350857770596
"3273",-0.25908023426468
"3274",-0.295513391353391
"3275",-0.203860308700664
"3276",-0.329905479738237
"3277",-0.247032887847307
"3278",-0.303250993777493
"3279",-0.225866379521672
"3280",-0.25199516724261
"3281",-0.307101065368212
"3282",-0.299423367514311
"3283",-0.26749531073714
"3284",-0.342914241041113
"3285",-0.256292900753481
"3286",-0.268918601308396
"3287",-0.204759687343815
"3288",-0.296215251838566
"3289",-0.284310857195565
"3290",-0.233056941340176
"3291",-0.310375817380643
"3292",-0.255620962411736
"3293",-0.264230505928938
"3294",-0.274689596773803
"3295",-0.204837056220058
"3296",-0.290479355497694
"3297",-0.277218859067619
"3298",-0.235244098981734
"3299",-0.253238539268673
"3300",-0.276130453309476
"3301",-0.230160980734762
"3302",-0.256421360812014
"3303",-0.201914076152222
"3304",-0.218126627974627
"3305",-0.196098955217995
"3306",-0.318526254820192
"3307",-0.22781616875171
"3308",-0.235267446472667
"3309",-0.235541259964471
"3310",-0.266945995153224
"3311",-0.279213917383147
"3312",-0.242444045197281
"3313",-0.260628239286333
"3314",-0.204409828397355
"3315",-0.21355594659898
"3316",-0.200084175976712
"3317",-0.312202797684218
"3318",-0.237695946431523
"3319",-0.244691940520912
"3320",-0.238750457098221
"3321",-0.278953603433177
"3322",-0.236672352341363
"3323",-0.219020874256247
"3324",-0.277088002363028
"3325",-0.269879637988206
"3326",-0.26367153420319
"3327",-0.280995206303959
"3328",-0.254960067982432
"3329",-0.337760403637813
"3330",-0.316300304534314
"3331",-0.278656603331223
"3332",-0.255553899030146
"3333",-0.271835116801041
"3334",-0.322331411157583
"3335",-0.321627767067632
"3336",-0.273415799134108
"3337",-0.268206155599138
"3338",-0.315095011264835
"3339",-0.305145069865481
"3340",-0.29582736526273
"3341",-0.218447405980879
"3342",-0.317812691923206
"3343",-0.289772917836208
"3344",-0.32964437000388
"3345",-0.257338662442809
"3346",-0.301271640730538
"3347",-0.314570568442928
"3348",-0.318175746361191
"3349",-0.317815951788527
"3350",-0.246322889679625
"3351",-0.301346567769538
"3352",-0.312093989216361
"3353",-0.294221874408675
"3354",-0.228706967239635
"3355",-0.304083292517421
"3356",-0.279529722420174
"3357",-0.271592040483919
"3358",-0.25648786868343
"3359",-0.27438369966929
"3360",-0.226359518383836
"3361",-0.234825105452328
"3362",-0.186237698299863
"3363",-0.201877216766936
"3364",-0.189088833115959
"3365",-0.183493636887074
"3366",-0.170658716160251
"3367",-0.223606556510759
"3368",-0.167082505749811
"3369",-0.240284608892254
"3370",-0.195422997000717
"3371",-0.265424396697409
"3372",-0.245901228947972
"3373",-0.192178978843401
"3374",-0.287457038441959
"3375",-0.206093410169591
"3376",-0.352742809235332
"3377",-0.21512919270561
"3378",-0.365307419564907
"3379",-0.222250157435187
"3380",-0.262464183115113
"3381",-0.265998660619062
"3382",-0.253662065313732
"3383",-0.346871230755679
"3384",-0.251032215611985
"3385",-0.274448567082915
"3386",-0.341505607139917
"3387",-0.30307032550806
"3388",-0.270720818506426
"3389",-0.313715656813695
"3390",-0.272435419673517
"3391",-0.267227849794801
"3392",-0.270769859752005
"3393",-0.294544917835048
"3394",-0.351715849188565
"3395",-0.293825253850632
"3396",-0.303833260550083
"3397",-0.287740776289535
"3398",-0.323884652869468
"3399",-0.294769519109495
"3400",-0.341743715527491
"3401",-0.314171849215228
"3402",-0.369392036794947
"3403",-0.302001845471677
"3404",-0.269241358209056
"3405",-0.335236511908622
"3406",-0.272436138358862
"3407",-0.272479069190361
"3408",-0.287778431210399
"3409",-0.282045790086574
"3410",-0.311219950869522
"3411",-0.346006133485331
"3412",-0.276932915473547
"3413",-0.21616333614404
"3414",-0.302563154661466
"3415",-0.3052014096636
"3416",-0.270919151749528
"3417",-0.244519143382202
"3418",-0.25522665171993
"3419",-0.27057418190627
"3420",-0.295022613698752
"3421",-0.381018928187627
"3422",-0.302033654155155
"3423",-0.349966709821651
"3424",-0.351366362659427
"3425",-0.230175974427653
"3426",-0.348420144772023
"3427",-0.254181113449796
"3428",-0.274963621544084
"3429",-0.27086096363038
"3430",-0.302632892584946
"3431",-0.333083530651282
"3432",-0.331598041792969
"3433",-0.304778457958843
"3434",-0.362361497620627
"3435",-0.309226830035075
"3436",-0.288308876502088
"3437",-0.30351976446504
"3438",-0.30384148308055
"3439",-0.314555021320092
"3440",-0.278685487822473
"3441",-0.339017301639729
"3442",-0.293307761964557
"3443",-0.330022591206208
"3444",-0.280036109634086
"3445",-0.266997563118639
"3446",-0.288292007544082
"3447",-0.268382829544676
"3448",-0.289259967759226
"3449",-0.28160939049769
"3450",-0.21513438613339
"3451",-0.286788101641023
"3452",-0.239908412625563
"3453",-0.296324033666066
"3454",-0.254346935558272
"3455",-0.319163546067982
"3456",-0.266877196877785
"3457",-0.254547592908055
"3458",-0.327502594465892
"3459",-0.245490185515365
"3460",-0.278373226977484
"3461",-0.317847084234492
"3462",-0.271886883036986
"3463",-0.26210977392406
"3464",-0.312925285694516
"3465",-0.268970293383679
"3466",-0.333062916995969
"3467",-0.264436237042457
"3468",-0.314583743295432
"3469",-0.203746662984379
"3470",-0.296982605376642
"3471",-0.264166677115823
"3472",-0.232003249508509
"3473",-0.256494603788329
"3474",-0.290743691179614
"3475",-0.234135919181132
"3476",-0.322938632390111
"3477",-0.307060728155902
"3478",-0.307623541215046
"3479",-0.316540428332242
"3480",-0.315251598594561
"3481",-0.377300304196775
"3482",-0.280876854385714
"3483",-0.270425975308128
"3484",-0.336439001833485
"3485",-0.260550693983299
"3486",-0.278972424905807
"3487",-0.210404540458467
"3488",-0.280982778554397
"3489",-0.239108474003197
"3490",-0.269997065170906
"3491",-0.374142839397441
"3492",-0.197174933369059
"3493",-0.351993162955301
"3494",-0.206364172912488
"3495",-0.300096556229805
"3496",-0.302356646275905
"3497",-0.278191682164944
"3498",-0.226441992214589
"3499",-0.262876427530589
"3500",-0.22645857919038
"3501",-0.23967575514581
"3502",-0.254322505020902
"3503",-0.255401618980545
"3504",-0.225818962213321
"3505",-0.312321308153652
"3506",-0.28308835271942
"3507",-0.264452727830695
"3508",-0.235680887641586
"3509",-0.280372844394084
"3510",-0.29891370749181
"3511",-0.279797538915629
"3512",-0.2833446962166
"3513",-0.347680583400192
"3514",-0.296113709767314
"3515",-0.268947076183782
"3516",-0.333648059402856
"3517",-0.328847572253059
"3518",-0.254798144055992
"3519",-0.253044063619071
"3520",-0.310312155428175
"3521",-0.285784428272627
"3522",-0.316754266314545
"3523",-0.314547226253647
"3524",-0.288264566462025
"3525",-0.380604023449973
"3526",-0.29395832846999
"3527",-0.328230103151715
"3528",-0.309710326115908
"3529",-0.34700146370465
"3530",-0.307798479557342
"3531",-0.334250669286443
"3532",-0.306100644831818
"3533",-0.328775567826907
"3534",-0.291220920573897
"3535",-0.332024384032826
"3536",-0.235539990822778
"3537",-0.31125528528409
"3538",-0.326338879101908
"3539",-0.260119997114243
"3540",-0.315286911704812
"3541",-0.267685041709949
"3542",-0.315156941388431
"3543",-0.284563321456276
"3544",-0.299470890212415
"3545",-0.264892928583438
"3546",-0.271828004581297
"3547",-0.266765748649828
"3548",-0.276123280051471
"3549",-0.310893593203616
"3550",-0.334659201943782
"3551",-0.261778007729205
"3552",-0.27634008604395
"3553",-0.310864627789329
"3554",-0.24008306136162
"3555",-0.27966222956159
"3556",-0.266141501194449
"3557",-0.279747604253513
"3558",-0.298637683165364
"3559",-0.279016917911413
"3560",-0.246349739040015
"3561",-0.325216957993614
"3562",-0.282998049963366
"3563",-0.288426460591961
"3564",-0.237529935710973
"3565",-0.336492317353442
"3566",-0.266885581659219
"3567",-0.293198511780148
"3568",-0.310715728525164
"3569",-0.304684138671324
"3570",-0.295568437730805
"3571",-0.331884283159609
"3572",-0.285015288663544
"3573",-0.267718187977394
"3574",-0.285447378843019
"3575",-0.271223690707083
"3576",-0.310256910564094
"3577",-0.228762401740548
"3578",-0.317744804154229
"3579",-0.25537043017028
"3580",-0.351538164051954
"3581",-0.324725023069582
"3582",-0.305942127441629
"3583",-0.367384546582697
"3584",-0.328689558063752
"3585",-0.319722892667171
"3586",-0.300990791552028
"3587",-0.295691723315882
"3588",-0.33348297772162
"3589",-0.295915572847526
"3590",-0.310354142226211
"3591",-0.270570229674387
"3592",-0.335739611759147
"3593",-0.297737829994893
"3594",-0.298145137147014
"3595",-0.295616909298586
"3596",-0.251589253938022
"3597",-0.356170169740337
"3598",-0.287570255002213
"3599",-0.34536182169618
"3600",-0.309569863121784
"3601",-0.377033318349513
"3602",-0.228571721984334
"3603",-0.337225499817363
"3604",-0.301000349649557
"3605",-0.308020874139552
"3606",-0.283272994624013
"3607",-0.314922022430121
"3608",-0.337351809213734
"3609",-0.321612308644496
"3610",-0.294545461907534
"3611",-0.298849518551662
"3612",-0.247106519378821
"3613",-0.308557656233369
"3614",-0.312200820130021
"3615",-0.315812209850455
"3616",-0.3218463091728
"3617",-0.30693265520082
"3618",-0.30539501933138
"3619",-0.31939235679494
"3620",-0.225761866708801
"3621",-0.301371254689398
"3622",-0.338143689565915
"3623",-0.288530712333123
"3624",-0.26554294524632
"3625",-0.261589019471197
"3626",-0.280624223800577
"3627",-0.221728502377501
"3628",-0.265574457279114
"3629",-0.244076192147082
"3630",-0.325082844018378
"3631",-0.182664030709297
"3632",-0.278339256506835
"3633",-0.203001925023719
"3634",-0.214886343630359
"3635",-0.241294162401165
"3636",-0.229049291369133
"3637",-0.257668375495036
"3638",-0.252549511352194
"3639",-0.292599457589698
"3640",-0.26650363561095
"3641",-0.322849478888313
"3642",-0.243748719074916
"3643",-0.245682360721336
"3644",-0.279038233931523
"3645",-0.267890878021068
"3646",-0.219025763790753
"3647",-0.26579602625968
"3648",-0.296723791164653
"3649",-0.25611555984778
"3650",-0.310252918480419
"3651",-0.243292506552027
"3652",-0.154379245289162
"3653",-0.251773983413492
"3654",-0.261295697261487
"3655",-0.269247714442974
"3656",-0.243137981252007
"3657",-0.301120236298697
"3658",-0.240945973576347
"3659",-0.292451283190658
"3660",-0.311518285523809
"3661",-0.283913208164443
"3662",-0.258737277381366
"3663",-0.231964728433631
"3664",-0.26894416922101
"3665",-0.282915491899753
"3666",-0.237776689998764
"3667",-0.290910680376315
"3668",-0.239981377310074
"3669",-0.310609616182486
"3670",-0.289755340409434
"3671",-0.268633935904549
"3672",-0.300258428098418
"3673",-0.290458330261728
"3674",-0.300743495160948
"3675",-0.251450218648777
"3676",-0.319444813400246
"3677",-0.26013072830652
"3678",-0.302374568224762
"3679",-0.331903810395006
"3680",-0.215769291320484
"3681",-0.230731622783272
"3682",-0.23443180207058
"3683",-0.27364670380673
"3684",-0.257361941471333
"3685",-0.245057717230808
"3686",-0.277115053592749
"3687",-0.272574849215659
"3688",-0.253799606397627
"3689",-0.241093617565369
"3690",-0.30725594010419
"3691",-0.282233048706552
"3692",-0.338225597859207
"3693",-0.311069074653057
"3694",-0.28056084551364
"3695",-0.323197014292104
"3696",-0.282611003301354
"3697",-0.255832740217845
"3698",-0.245551834728806
"3699",-0.297416843233275
"3700",-0.344480479447043
"3701",-0.221150902984368
"3702",-0.271992325553125
"3703",-0.207116875729946
"3704",-0.311133560530931
"3705",-0.278272857338182
"3706",-0.275254586182465
"3707",-0.260125376289915
"3708",-0.241135394743935
"3709",-0.247168816501094
"3710",-0.28490014330656
"3711",-0.250173079968238
"3712",-0.274376287996663
"3713",-0.191993767885461
"3714",-0.268213532040895
"3715",-0.236148054540907
"3716",-0.280023567814519
"3717",-0.248754735639068
"3718",-0.294170863472431
"3719",-0.314584465997788
"3720",-0.262175742036846
"3721",-0.290263201238507
"3722",-0.2656293514479
"3723",-0.301349290945196
"3724",-0.267092957533773
"3725",-0.243110838487389
"3726",-0.309767775811837
"3727",-0.292856470805458
"3728",-0.302742604598792
"3729",-0.246172035298658
"3730",-0.298819294242202
"3731",-0.215009102532514
"3732",-0.309409047876942
"3733",-0.248911413690537
"3734",-0.285365090850879
"3735",-0.287960450920074
"3736",-0.25186225911588
"3737",-0.202358824505297
"3738",-0.321135870124537
"3739",-0.270431212669782
"3740",-0.205587866202114
"3741",-0.315092678529895
"3742",-0.312235302707574
"3743",-0.306710645688096
"3744",-0.319395269025176
"3745",-0.217910184416672
"3746",-0.342430774853217
"3747",-0.282295900253485
"3748",-0.287105411144755
"3749",-0.307043194834843
"3750",-0.311082817347679
"3751",-0.283219813557273
"3752",-0.292098319942423
"3753",-0.356925599426187
"3754",-0.267143238314462
"3755",-0.256407573515028
"3756",-0.259084468248189
"3757",-0.289051813798964
"3758",-0.352053392185855
"3759",-0.291662127874181
"3760",-0.321344166723972
"3761",-0.306755463951711
"3762",-0.336080163851097
"3763",-0.307209015247974
"3764",-0.343565670515545
"3765",-0.367737099587391
"3766",-0.255174628067692
"3767",-0.33908437629533
"3768",-0.323159226627197
"3769",-0.299701289509606
"3770",-0.342557882363148
"3771",-0.269862618200505
"3772",-0.304866848495312
"3773",-0.300041072589292
"3774",-0.312869670986986
"3775",-0.326940398604734
"3776",-0.25648650129295
"3777",-0.323624516162104
"3778",-0.294749056513118
"3779",-0.386356658563735
"3780",-0.293729618851551
"3781",-0.308037063217022
"3782",-0.327589522276069
"3783",-0.315752323245301
"3784",-0.268355466027065
"3785",-0.257089433126209
"3786",-0.257654090943735
"3787",-0.312123175024226
"3788",-0.261866031213427
"3789",-0.216747208519893
"3790",-0.308924036263134
"3791",-0.234187532004377
"3792",-0.331151131374904
"3793",-0.198120332709666
"3794",-0.277163770397728
"3795",-0.255275765886639
"3796",-0.268277322805893
"3797",-0.3435817269511
"3798",-0.238904847811699
"3799",-0.230612712408523
"3800",-0.251320502882704
"3801",-0.324436567322997
"3802",-0.235555843443886
"3803",-0.310755493188064
"3804",-0.243783668288952
"3805",-0.259339391437905
"3806",-0.270220093123486
"3807",-0.230729061466612
"3808",-0.258757125874579
"3809",-0.241616283749069
"3810",-0.275450413724604
"3811",-0.236427906809548
"3812",-0.240544607304379
"3813",-0.252578057882016
"3814",-0.243317433868697
"3815",-0.258429615747632
"3816",-0.313303103214954
"3817",-0.242467828659214
"3818",-0.266146595669129
"3819",-0.300833390705671
"3820",-0.308470067510817
"3821",-0.268923651016824
"3822",-0.336896033479792
"3823",-0.278723231182056
"3824",-0.282800604480845
"3825",-0.267348887053644
"3826",-0.277313711168164
"3827",-0.291913375802274
"3828",-0.339548808425263
"3829",-0.272445912663544
"3830",-0.266325441709481
"3831",-0.313546538644124
"3832",-0.314287733135981
"3833",-0.31762112265172
"3834",-0.273092308661773
"3835",-0.329421102751672
"3836",-0.252587913167218
"3837",-0.299741225231028
"3838",-0.307882495200582
"3839",-0.329004642668889
"3840",-0.295084677516735
"3841",-0.375503725284735
"3842",-0.310393455271946
"3843",-0.369646952866527
"3844",-0.351201764698582
"3845",-0.369185911124569
"3846",-0.295256682590276
"3847",-0.346386088204818
"3848",-0.373844470912682
"3849",-0.183415944862324
"3850",-0.335028638643002
"3851",-0.302239853849443
"3852",-0.345684746749521
"3853",-0.230595156168139
"3854",-0.251459192547038
"3855",-0.3884451691824
"3856",-0.321148560572053
"3857",-0.353055994327598
"3858",-0.307419280300358
"3859",-0.277445460896317
"3860",-0.25809582750578
"3861",-0.337060053097916
"3862",-0.285285143079465
"3863",-0.310301735190285
"3864",-0.32047775562708
"3865",-0.228923479819367
"3866",-0.353143285656077
"3867",-0.307221239870338
"3868",-0.292184130830192
"3869",-0.270748103734381
"3870",-0.344213567000523
"3871",-0.225207779590188
"3872",-0.328562276510576
"3873",-0.259803467831238
"3874",-0.318835251095911
"3875",-0.259161396773319
"3876",-0.268945485541564
"3877",-0.325727602792671
"3878",-0.3178799413264
"3879",-0.265357971295169
"3880",-0.254499564139603
"3881",-0.258499402865761
"3882",-0.200442353696622
"3883",-0.34531759168755
"3884",-0.177553520924302
"3885",-0.331268881586032
"3886",-0.240767196481788
"3887",-0.309071226042422
"3888",-0.366955847481755
"3889",-0.294302557923938
"3890",-0.285386475173401
"3891",-0.311097311979361
"3892",-0.250818203083663
"3893",-0.35431399584357
"3894",-0.329618513104646
"3895",-0.288155315454665
"3896",-0.291898046918346
"3897",-0.270377720438822
"3898",-0.243421553732694
"3899",-0.322741005266677
"3900",-0.305965729634079
"3901",-0.331755004088859
"3902",-0.280293901647893
"3903",-0.298350181501937
"3904",-0.336947680806326
"3905",-0.271790951541876
"3906",-0.328371014665891
"3907",-0.375151094097859
"3908",-0.384324720453958
"3909",-0.283866420657096
"3910",-0.355770505010823
"3911",-0.318635654469341
"3912",-0.352035451722443
"3913",-0.284248397444249
"3914",-0.340346230588245
"3915",-0.320185549127382
"3916",-0.334882887748182
"3917",-0.316701997022139
"3918",-0.289721418229286
"3919",-0.327757408297171
"3920",-0.266729423026084
"3921",-0.309692058007679
"3922",-0.288557531397048
"3923",-0.307104107183932
"3924",-0.257467182524856
"3925",-0.321759042150276
"3926",-0.275831808019282
"3927",-0.304557833669877
"3928",-0.28746471571375
"3929",-0.300598398203273
"3930",-0.229091498755841
"3931",-0.340789754286425
"3932",-0.209792658738487
"3933",-0.276208718775917
"3934",-0.26840996796223
"3935",-0.261646655642906
"3936",-0.26716617608014
"3937",-0.292149828804312
"3938",-0.277872559813795
"3939",-0.306241639021223
"3940",-0.241082600871599
"3941",-0.242855051644056
"3942",-0.257679886960372
"3943",-0.248588422567191
"3944",-0.223251745397448
"3945",-0.231944964893762
"3946",-0.251765889093877
"3947",-0.20762928599775
"3948",-0.245695703005114
"3949",-0.235587416722594
"3950",-0.278067250571043
"3951",-0.240133152739502
"3952",-0.210602505074341
"3953",-0.179600329852454
"3954",-0.219094733717898
"3955",-0.258925774271343
"3956",-0.207985953501063
"3957",-0.247569967634946
"3958",-0.281567666841253
"3959",-0.255544263169708
"3960",-0.275245282575602
"3961",-0.249376037719642
"3962",-0.309554073585185
"3963",-0.276863877569735
"3964",-0.283176633537385
"3965",-0.301719842654063
"3966",-0.302966878596986
"3967",-0.291576955455658
"3968",-0.299052088561297
"3969",-0.308900884199059
"3970",-0.290597177509992
"3971",-0.324540711819659
"3972",-0.331024179867528
"3973",-0.29715234706154
"3974",-0.291701599133917
"3975",-0.270597130167434
"3976",-0.285553591741844
"3977",-0.246424834841638
"3978",-0.288919227695741
"3979",-0.312076522593265
"3980",-0.243824844494106
"3981",-0.341453884524065
"3982",-0.264386348507776
"3983",-0.361199662564612
"3984",-0.297506719486726
"3985",-0.309579775339172
"3986",-0.321699265404502
"3987",-0.354053717533887
"3988",-0.304211395575134
"3989",-0.318317687534605
"3990",-0.249398872186712
"3991",-0.286445384707672
"3992",-0.26461945981606
"3993",-0.300171173224011
"3994",-0.292743076858895
"3995",-0.223319700141253
"3996",-0.249514895136931
"3997",-0.18177699687866
"3998",-0.248455551388792
"3999",-0.34520352868599
"4000",-0.196058196069013
"4001",-0.266639957408463
"4002",-0.273338072722794
"4003",-0.205661161959097
"4004",-0.314560375866004
"4005",-0.343480128490953
"4006",-0.285849568348866
"4007",-0.254102132459341
"4008",-0.282263021446459
"4009",-0.205906971063361
"4010",-0.302282686871748
"4011",-0.280884627359514
"4012",-0.204714215724299
"4013",-0.288768198885425
"4014",-0.255490275974354
"4015",-0.239910126420336
"4016",-0.264212612377689
"4017",-0.305501348613695
"4018",-0.25044777078981
"4019",-0.287732342996618
"4020",-0.23347844166439
"4021",-0.252228901108514
"4022",-0.272853919586421
"4023",-0.334549649058371
"4024",-0.25287784826407
"4025",-0.306909842054255
"4026",-0.279900140074556
"4027",-0.222763132467357
"4028",-0.363240605831695
"4029",-0.263654806833863
"4030",-0.25551009486354
"4031",-0.289386812111267
"4032",-0.227511587760704
"4033",-0.292638911362881
"4034",-0.2669361849319
"4035",-0.175827906876872
"4036",-0.310700106319246
"4037",-0.257042419542492
"4038",-0.222438743272415
"4039",-0.274158449495899
"4040",-0.273384333685928
"4041",-0.273859739719991
"4042",-0.293037116826927
"4043",-0.275816060758933
"4044",-0.286772878451362
"4045",-0.284745530312912
"4046",-0.303642626295667
"4047",-0.248163159607198
"4048",-0.321258329190991
"4049",-0.243572781199399
"4050",-0.251021889670187
"4051",-0.197537984912659
"4052",-0.293229926837557
"4053",-0.270770087067316
"4054",-0.284671119841557
"4055",-0.28363818506533
"4056",-0.263918885808102
"4057",-0.225978338472184
"4058",-0.296844516775105
"4059",-0.266737422342462
"4060",-0.316847102541187
"4061",-0.284835716036465
"4062",-0.297225867620717
"4063",-0.315691982570337
"4064",-0.261076066008013
"4065",-0.346686498458387
"4066",-0.25562996101563
"4067",-0.296224088616334
"4068",-0.306411200057226
"4069",-0.296630358763514
"4070",-0.257294949550896
"4071",-0.19770690457149
"4072",-0.314583187169807
"4073",-0.241854782324814
"4074",-0.263515293948629
"4075",-0.263386155739145
"4076",-0.226883214054366
"4077",-0.273056674793478
"4078",-0.235848134610848
"4079",-0.319315671454232
"4080",-0.203408856085102
"4081",-0.251463881905402
"4082",-0.2555419511181
"4083",-0.220672126441662
"4084",-0.285627756304834
"4085",-0.239025517348247
"4086",-0.168148608560709
"4087",-0.290104207440038
"4088",-0.230430407788523
"4089",-0.236972965863812
"4090",-0.20192943481294
"4091",-0.194367722317407
"4092",-0.283434387022372
"4093",-0.217536350147657
"4094",-0.133143443870227
"4095",-0.239130216791292
"4096",-0.190506955043693
"4097",-0.21150019163099
"4098",-0.219664337087431
"4099",-0.254232059701523
"4100",-0.17569774794602
"4101",-0.19577613209458
"4102",-0.288950139497994
"4103",-0.231486785900754
"4104",-0.198833274410617
"4105",-0.26316286512294
"4106",-0.200670571593427
"4107",-0.262235445338898
"4108",-0.20241156405909
"4109",-0.233655757222753
"4110",-0.253579518425755
"4111",-0.276116821974898
"4112",-0.281369789005839
"4113",-0.221770449428403
"4114",-0.281115413339495
"4115",-0.247932250260862
"4116",-0.278131672796528
"4117",-0.229542393563941
"4118",-0.266535854256671
"4119",-0.283680154530809
"4120",-0.35309216656683
"4121",-0.218795799052911
"4122",-0.228817479755031
"4123",-0.34958959298922
"4124",-0.223180069450522
"4125",-0.338389277026049
"4126",-0.220591546824029
"4127",-0.363046943056324
"4128",-0.217224973459179
"4129",-0.300133230501955
"4130",-0.16601680532919
"4131",-0.263757191134413
"4132",-0.256994067387742
"4133",-0.206075341186731
"4134",-0.317987731698203
"4135",-0.273256460627528
"4136",-0.339785480493873
"4137",-0.2970108274885
"4138",-0.32766673455621
"4139",-0.300627125622579
"4140",-0.321943636854777
"4141",-0.28873851415614
"4142",-0.298134003554323
"4143",-0.299093928071574
"4144",-0.286498238861678
"4145",-0.346372941387298
"4146",-0.26000419200932
"4147",-0.280894833165362
"4148",-0.356764631632029
"4149",-0.282354242656021
"4150",-0.343492350986599
"4151",-0.258828969416652
"4152",-0.334539206474704
"4153",-0.297376497496047
"4154",-0.349967154170038
"4155",-0.265630782301033
"4156",-0.361857706055165
"4157",-0.234975248084656
"4158",-0.307502657269958
"4159",-0.198900450253418
"4160",-0.240896633520826
"4161",-0.215649366301805
"4162",-0.238913110816382
"4163",-0.322988979897416
"4164",-0.238135953907004
"4165",-0.258990492334542
"4166",-0.280255995495568
"4167",-0.228259395808234
"4168",-0.343412507778464
"4169",-0.365435116628521
"4170",-0.303469837089096
"4171",-0.264370372859974
"4172",-0.391781441121436
"4173",-0.260563101994085
"4174",-0.282497398591413
"4175",-0.220395926477252
"4176",-0.297000177895751
"4177",-0.326924952783982
"4178",-0.219229844822113
"4179",-0.255746742663256
"4180",-0.19451490415702
"4181",-0.305726939120766
"4182",-0.333218092056277
"4183",-0.240877610929385
"4184",-0.360473046593527
"4185",-0.2427637420589
"4186",-0.254293675760281
"4187",-0.309266076806977
"4188",-0.220803269447094
"4189",-0.233031544229379
"4190",-0.289334292297042
"4191",-0.276762830392594
"4192",-0.263449904579851
"4193",-0.286620748446976
"4194",-0.240141483173312
"4195",-0.284652399277741
"4196",-0.254167015446928
"4197",-0.311696472010976
"4198",-0.280565435025165
"4199",-0.282814793299491
"4200",-0.345426744655577
"4201",-0.247839268706311
"4202",-0.309422580018102
"4203",-0.25050768677558
"4204",-0.292010722653619
"4205",-0.302317615316262
"4206",-0.203014863875166
"4207",-0.323630284886516
"4208",-0.245094507015079
"4209",-0.23926655596191
"4210",-0.224536277269114
"4211",-0.319603294890013
"4212",-0.22023784083437
"4213",-0.27075949834463
"4214",-0.33009515211126
"4215",-0.257784911254837
"4216",-0.270454771471116
"4217",-0.276478784309612
"4218",-0.269220520460641
"4219",-0.235424311185695
"4220",-0.277035906652701
"4221",-0.221071591595862
"4222",-0.272982668567857
"4223",-0.202074825397803
"4224",-0.218949221277453
"4225",-0.222662182273749
"4226",-0.203006482032455
"4227",-0.194133180509219
"4228",-0.219676698320195
"4229",-0.213531256418546
"4230",-0.272175517123733
"4231",-0.228458205102657
"4232",-0.173443549232638
